ID|German_Text|German_StageDir
ad30404b|In Xacor ist es einfach bitter kalt. Man vergisst sogar, wie es ist warm zu sein. Als würde die Kälte bis in dein Innerstes ziehen und sich dort festsetzen. Aber wir hatten eine Aufgabe. Ein Scheitern erschien uns unmöglich, denn zu viel stand auf dem Spiel. Wir waren hochmütig geworden, weil die Weltenherzen so viel Erfolg brachten, doch Hochmut kommt vor dem Fall.\r\nNur einer der Setzlinge hat die Reise überhaupt überlebt. Wir haben es sogar geschafft, unser Lager zu errichten und die Menge Elex ließ ihn gedeihen. Natürlich blieb es nicht lange unentdeckt. Die Albs kamen... Sie werden nicht umsonst flüsternd und hinter vorgehaltener Hand als die weißen Magier bezeichnet. Die Macht, die das Elex ihnen verleiht, ist erschreckend und sogar unsere erfahrensten Krieger hatten ihnen wenig entgegenzusetzen. Ich bin nur knapp entkommen.|
ad2ea041|Halt dich bereit!|Ich greife an, warne Spieler
ad2ea040|Mach dich bereit!|Ich greife an, warne Spieler
ad2ea03f|Achtung! Ich greife an!|Ich greife an, warne Spieler
ad2a864e|Er duldete keinen Verstoß gegen die Gebote Calaans. Niemals sollte er den Glauben an Calaan verraten und kannte für jeden Verstoß dagegen die passende Strafe.|
ad1e11ed||
ad19d14e|Kallax|
ad134b13|Lass mich in ruhe.|erste Warnung, Feigling wird bedroht
ad106a03|Chloe will, dass ich ihr Minimum 10 Flaschen starken Schnaps besorge.|
ad0ecd2e|Scheitern vor Xacor|
acfe450a|Schwächt den Konsumenten|
acf11e40|Später vielleicht. |Allgemeine Refuse. Ich will nicht mit dir reden.
acee2c6c|Berserker|
acee2c6b|Berserker|
acee2c6a|Berserker|
acee2c69|Berserker|
ace95d29|Dieser Menschenfresser fand seine Erfüllung in dem größten Kunstwerk, das er je geschaffen hatte. Sein ganz persönliches Festmahl.|
ace7d79b|Zerkratzte Aufzeichnung|
ace7d79a|Geheime Gesprächsaufzeichnung 3|
ace7d799|Verwitterte Durchsage|
ace7d798|Alte Sprachaufnahme 3|
ace7d797|Alte Sprachaufnahme 2|
ace7d796|Alte Sprachaufnahme 1|
ace3338e|Hier drinnen hast du nichts zu suchen.|erste Warnung, wirft Spieler raus (In einer AIZone)
acdca15f|Darrell will, dass ich die Antenne wie von Lutz gefordert ausrichte aber einen Zusatzsender platziere. Damit soll sichergestellt werden, dass nicht nur die Kleriker, sondern auch die Outlaws Zugang zum Funkverkehr haben.|
acdbe376|Gesockeltes Beil III|
acd16d51|Lager der Mitte|
acc70fb4|Sestak|
acbba6db||ich werde bewusstlos durch einen schweren Treffer
acbaacfa|Im Auftrag der Krallen|
acb8dd99|Aaah... Mir brummt der Schädel.|erhebt sich schwerfällig nach K.O.
acb62078|Der Aufzug|
acb5f0ed|lvl_12|
acb2a102|Überlegener Giftrammer. Wer den Einschlag übersteht, wird dem Gift erliegen.|
acad800f|Klerikerin|
aca4e428||
ac9fc60c|Meisterlicher Giftzweihänder der Berserker. Giftig wie ein Skorpion... ein fetter, scharfer Skorpion.|
ac9a95dc||ich werde bewusstlos durch einen Treffer
ac9a6872||ich sterbe durch einen Treffer
ac93ff57|Standardmunition für alle Schrotflinten.|
ac84529d|Bandit|
ac845285|Bandit|
ac845284|Bandit|
ac845283|Bandit|
ac845282|Bandit|
ac845281|Bandit|
ac845280|Bandit|
ac84527f|Bandit|
ac84527e|Bandit|
ac84527d|Bandit|
ac75845d|Achtung Granate!|NPC wirft Handgranate (Der Werfer ruft)
ac72f895|Einfacher Hammer des Calaan. Es wäre logisch ihn zu verbessern.|
ac72ec75|Quadro|
ac701449|Ring der Kraft|
ac70142d|Ring der Stärke|
ac6ec389|Kleiner Zettel|
ac6c960a|Persönliche Notizen|
ac671b07|Erols Notizen|
ac6668bf|Lagebericht des Außenpostens|
ac654f38|Nachricht für Bill|
ac613395|Du wirst als Mörder gesucht, ich will mit dir nichts zu tun haben.|Mit Mördern rede ich nicht. Für Händler
ac60a02c|Ich habe dem U5-Prototypen das KI-Modul eingesetzt und er scheint mir zu folgen. Jetzt muss ich ihn nur noch aus dem Lager heraus und zu Cutter bringen.|
ac609eb1|Mit Mördern rede ich nicht.|Mit Mördern rede ich nicht. Für Händler
ac43c69e|Lass mich pennen.|in StartSayRefuseTalk bei AIMode Sleep
ac43156a|Ein toter Riese|
ac4095a5|Bertram ist ein Kleriker. Das gefällt nicht jedem.|
ac36852c|Erst wenn der Weg zum Eispalast wirklich frei ist, werde ich in den Gleiter steigen. Nur Harley kann mir sagen, wann es soweit ist.|
ac2e14cb|Du hast es ja drauf angelegt.|Feind wurde getötet. Nach dem Kampf. (NPC und Mpnster)
ac2e14ca|Das wars mit dir.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
ac2e14c9|Bleib bloß liegen.|Feind wurde getötet. Nach dem Kampf. (NPC und Monster)
ac2d2416|Ein sehr junger Elexetor hat mitbekommen, dass ich noch immer da bin und gegen die Albs kämpfe. Ich muss mich ihm stellen, bevor er meinen gerade aufkeimenden Schlachtplan durchkreuzt.|
ac26ef61|Hier ist alles wie leergefegt.\r\nWenn ihr mit ein paar Autos kommt und das Tor versperrt, wird uns niemand auf die Pelle rücken.\r\nTreibt noch etwas von dem gefährlicheren Spielzeug auf, dann können wir das Gelände sichern.\r\nSolange keiner verschwinden kann, wird auch nie jemand davon erfahren.|
ac265bbd|Ring des Widerstands|
ac2606f1|Ich sage es nicht noch einmal, Waffe runter!|Zweite Warnung: Spieler soll Waffe wegstecken, verärgert
ac23dc8e|Besiege Gunn erneut|
ac1d7d65|Angrim vermutet einen Kleriker, der sich in den Reihen der Berserker versteckt. Vermutlich versucht er Berserker zu rekrutieren und nach Ignadon zu bringen. Angrim will, dass dem ein Ende gesetzt wird.|
ac1b3e00||ich werde bewusstlos durch einen Treffer
ac1b1096||ich sterbe durch einen Treffer
ac0fdfb9|Verschwinde bloß von hier!|Spieler verschwindet aus Haus oder entfernt sich mit gefährlicher Waffe
ac07ae35|Du hast genug Begleiter.|via Infosystem bei versuchtem JoinPlayerParty, was aber nicht mgl. weil Party bereits voll.
abff45ef|Meisterliche Zwinge der Outlaws.|
abff45ee|Überlegene Zwinge der Outlaws. Dennoch ausbaufähig.|
abff45ed|Verbesserte Zwinge der Outlaws. Ausbaufähig.|
abf44efd|Zielaufschaltung rechts|
abef3f86||
abef3f85||
abef3f84||
abef06ee|Plasmagewehr PT3|
abeb78b6|Verdammt! Pass doch auf.|Freund, Feigling oder Kampfzuschauer wurde getroffen
abd4d555||
abd3129a|Muss ich mich Wiederholen? Waffe Weg oder du fängst dir ein paar!|Zweite Warnung: Spieler soll Waffe wegstecken, verärgert
abcff057|Ohne eine entsprechende Waffe ist das Überleben in der Wildnis schwer.|
abbe258e|Dir geht’s wohl zu gut!|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
abbe258d|Hör auf damit!|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
abbe258c|Lass den Unfug!|Spieler begeht kleinen Diebstahl oder macht Unsinn (zb. an Truhe gehen aber nichts nehmen.)
abbb23a4|Mit Mördern mache ich kurzen Prozess.|Mörder wird attackiert
aba6dc25|Ring der Vitalität|
aba5c28d|William verlangt, dass ich an seiner Stelle den Kampf in der Arena bestreite. Es wäre eine große Ehre im Namen des Dukes zu kämpfen.|
ab90b6dd|Striker|
ab88902e|Der Spieltrieb ist bei manchen ungebrochen.|
ab7c70e5|Amulett des Schleichers|
ab76a5cd|Regentenhose|
ab747714|Wehe du hast es noch immer nicht kapiert.|Am Ende einer Attack wobei der Gegner jetzt Down ist und die Attitude des Angreifers zum Gegner nicht Hostile und der Angriftsgrund nicht Kill ist (z.B. "So, das sollte reichen.").
ab6fa1af|Du Scheißkerl!|Schläger wir attackiert
ab6f3152|Diese schwere Rüstung tragen die Vollstrecker der Outlaws.|
ab69d156|Konrad|
ab588491|Ring der Geschicklichkeit|
ab588475|Ring des Diebes|
ab565182|Gesockelter Zweihänder I|
ab55e358|DAS bereust du!|Spieler hat mich geschlagen, ich greife an
ab53243e|PSI Werfer|
ab4ebd7b|Kraft Gesetz der Maschinen|
ab3661a6|Ring des Schutzes|
ab32c96b|los jetzt.|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
ab32c96a|Weiter geht's!|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
ab32c969|Kanns weitergehen?|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
ab1a3f2d|Der Kampf war mir eine Spur zu hart.|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
ab1a3f2c|Warum muss immer ICH einstecken?|Feind wurde getötet. Ich bin angeschlagen. Nach dem Kampf.
ab15cdcb|Outlaw|
ab15c98a|Outlaw|
ab13c597|Den Viechern zeig ichs.|sichtet Monster, greift an
ab12bcb2|Was willst du von mir?|erste Warnung, Feigling wird bedroht
ab12b3ed|In diesen überlegenen Kettensäbel der Outlaws kann man zusätzlich einen Stein einsetzen.|
ab11100d|Lass das lieber bleiben.|NPC kommentiert wenn der Player Technik innerhalb einer Stadt benutzt (Jetpack, Adjutor) und er keine Technik mag.
ab10e6d1|Schmuck herstellen|
ab0caafe|Der Schlag saß!|
ab092d8c|Steigern|
ab04a145|Deine Armut macht dich noch erbärmlicher.|
ab036761|Das war kritisch.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
ab036760|Knapp.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
ab03675f|Du siehst übel aus.|Sieger in einem Kampf gegen ein Monster hat mit weniger als 50% Lebenspunkten (Ist verwundet) den Kampf gewonnen und ich kommentiuere den Kampf.
ab004c2b|Heiltrank|
aaff3086|Geh mir aus den Augen!|Ich bin sauer und will nicht mit dir reden
aafb38b1|Speerschleuder|
aaf9d328|Xander verlangt von mir, dass ich Siegfried des Elexhandels bei Reinhold beschuldige.|
aaf97db9|Sei froh das ich dich am leben gelassen habe und jetzt hau ab.|vertreibt Einringling, open air, Spieler rappelt sich gerade auf
aaea9ea0|Wenn du nicht gleich von hier abhaust wirst du es bereuen.|zweite Warnung, vertreibt Einringling, open air
aae49699|Der Pilger Thorald entwickelt sich immer mehr zum Erzfeind des Hybriden. \r\nSein Wissen und sein Einfluss auf die freien Menschen werden immer größer. \r\nMein alter Auftrag, dieses umfassende Wissen des Pilgers zu erbeuten, rückt wieder auf meinen Plan. \r\nDieses Mal richtet sich meine Direktive allerdings nicht gegen die freien Menschen. \r\nThorald hat nicht nur Kenntnisse über Geheimnisse der Stellungen und Verteidigungsanlagen der Albs in Xacor,\r\nEr scheint auch einen Weg zu kennen, unbemerkt in den Eispalast zu kommen. \r\nMein eigenes Wissen über diese Dinge ist nun mehrere Wochen alt und nicht mehr zuverlässig. \r\nAußerdem fürchte ich, dass vielen Albs mittlerweile bekannt sein sollte, dass ich gegen sie arbeite. \r\nIch brauche Thoralds Hilfe. |
aad55dad|Ein Judikator mit Leib und Seele. Sein strenger Blick ruhte auf dem Hort von Ignadon. Sein Bestreben war es, immer alles am Laufen zu halten.|
aac61699|Kluge Entscheidung.|Spieler hat Waffe oder Zauber wieder weggesteckt
aac46aa5|Oran wird den Hammer-Clan wieder bewirten. |
aac0c310|Rette Caja|
aab23020|Einfache Axt der Berserker.|
aab0f826||
aaafd6a8|Vorsichtig damit!|Spieler hat gefährliche PSI. -ich bin vorsichtig.
aaaef743|Ich kann keine Schmuckstücke herstellen.|
aaa3a536|Maximale Ausdauer|
aaa31eaf|Stim Meinungsverstärker|
aaa11313|Argh! Pass doch auf... Du Arsch!|Freund, Feigling oder Kampfzuschauer wurde getroffen
aa9eadf3|Könnte wertvoll sein.|
aa8dfdbb|Reisetasche|
aa8dfdba|Reisetasche|
aa8dfdb9|Reisetasche|
aa84523a|In diesen Eisenhammer kann man zusätzlich einen Stein einsetzen.|
aa7e2d8b|La Cucaracha|
aa6e0576|Separatist|
aa6e0575|Separatist|
aa6e0574|Separatist|
aa6e0573|Separatist|
aa6e0572|Separatist|
aa6109bb|Hilfe!|NPC ruft nach Hilfe (Coward ruft nach Hilfe weil er nicht angreifen kann)
aa5ebb6f|Stalker|
aa595d47|Keine Magie!|erste Warnung, Spieler soll Zauber wegstecken
aa5519e5|Großes Heilkraut|
aa5519e4|Große Heilpflanze|
aa52ee61|Ursache und Wirkung|
aa4f8776||
aa3c461e|Mach dich bereit!|Ich greife an, warne Spieler
aa3c461d|Vorsicht!|Ich greife an, warne Spieler
aa3c461c|Ich mach das!|Ich greife an, warne Spieler
aa3a8e97|Sinda getötet|
aa36533c|Alles klar.|Alles klar/Mach ich
aa36533b|Okay.|Alles klar/Mach ich
aa36533a|Ja.|Alles klar/Mach ich
aa28a39f|Wird gemacht.|Alles klar/Mach ich
aa28a39e|Ja.|Alles klar/Mach ich
aa28a39d|Okay.|Alles klar/Mach ich
aa16d00f|Der Todesstrahl|
aa1344ca|Nur mit Code|
a9ff1a98|Geldbündel|
a9f76390|Beschädigte Aufzeichnung|
a9f7638f|Schichtaufzeichnung|
a9da4730|Die Banditen an der alten Tankstelle am Damm in Abessa müssen sterben.|
a9bc70b7|Aufs Maul!|
a9b96298|Erneuter Bestienangriff|
a9b71349|Jax|
a9aa69d6|Denkst du ich merke nicht, was du da tust?|Spieler schleicht, ich bin misstrauisch
a9a026e1|Klappstuhl|
a9a026e0|Bürostuhl|
a9a026df|Bürostuhl|
a9a026de|Campingstuhl|
a9a026dd|Stuhl|
a989c7e1||
a971922c|Toller Schlag!|
a95232a9|Überlegener Kettensäbel der Outlaws. Surrt nicht nur herrlich, reflektiert auch schön.|
a94f7034|Seemann|
a94abe0d|Der klaut hier einfach. Na warte!|greift einen Dieb an
a936827c|Anleitung|
a9271e20|Mach sie fertig!|Kampfzuschauer, Gegner umkreisen sich
a9271e1f|Auf die Knie!|Kampfzuschauer, Gegner umkreisen sich
a9271e1e|Zeigs ihr!|Kampfzuschauer, Gegner umkreisen sich
a9271e1d|Passiert hier heute noch was?|Kampfzuschauer, Gegner umkreisen sich
a907ad79|Überlebenswichtig|
a9075665|Magazingröße|
a902ba95||
a902ba94||
a902ba93||
a9023c55|Du machst das schon.|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a9023c54|Hmmm... Vielleicht sollte ich doch eingreifen...|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a9023c53|Nein... Das musst du alleine austragen.|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a9017647|Dieser Schmerz.|erhebt sich schwerfällig nach K.O.
a8f8a5f8|Steck den Zauber weg oder du fängst dir ein paar, klar?|zweite Warnung: Spieler soll Zauber wegstecken
a8f25ff2|Gesockeltes Kettenschwert III|
a8ef3717|Eisgigant|
a8e8718b|Menü - Nächste Seite|
a8e76010|Manakosten|
a8e1088f|Bandit|
a8e1088e|Bandit|
a8e1088d|Bandit|
a8e1088c|Bandit|
a8df3542|Mission: Elex ist universell einsetzbar und darum von großem Interesse für uns. Leider türmt das Zeug gehörige Leichenberge auf. Wenn wir also versuchen, es mit Gewalt an uns zu reißen, ziehen wir den Kürzeren. Zum Glück wissen wir, wo wir relativ einfach an welches kommen können, ohne uns großartig aufzureiben. Unser Ziel ist Logan, der Duke von Tavar bzw. seine persönliche Truhe. Wir wissen, dass einer von Baxters Leuten eine Aufzeichnung mit dem Code gestohlen hat. Seine letzte Spur verläuft sprichwörtlich im Sand. Mit etwas Glück schmoren seine Knochen schon in der Sonne.\r\nJemand muss den Dieb finden, der die Notizen des Dukes gestohlen hat. Danach muss er selbstverständlich auch ins Fort der Outlaws aufbrechen und die Truhe, zu der der Code passt, aufspüren. Uns interessiert nur das Elex. Wer es also schafft, kann den Rest für sich behalten! \r\nBelohnung: 900 Splitter\r\nRisiken: Der Dieb ist einer von Baxters Leuten. Wenn er noch am Leben ist, wird es gefährlich. Die Truhe hingegen sollte nicht allzu schwer zu finden sein. Mit dem richtigen Code offenbart sie jedem ihre Geheimnisse.\r\n|
a8d44b4d|Entweiht|
a8d003d2|Detoniert in einer kleinen Plasmaexplosion.|
a8c5b3c6|Hier entlang.|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
a8c5b3c5|Los, los!|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
a8c5b3c4|Und weiter.|in ZS_GuidePlayer_Wait, wenn es wieder weiter geht weil Player nah genug an Guide
a8bf8b17|Erschieß ihn einfach!|
a8b7058d|Der erste Zechpreller|
a8aef5fb|Tja...|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
a8aef5fa|Ach Scheiße...|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
a8aef5f9|Was soll das denn?|Mein (humanoider) Freund hat im Kampf verloren und mir gefällt der ausgang des kampfes nicht.
a89eed4f|Das Schleichen kannst du dir sparen!|Spieler schleicht, ich bin misstrauisch
a89e4d6a|Striker und seine Vorhut haben den Auftrag, den geheimen Zugang zu Edan zu überfallen und für die Outlaws einzunehmen. Ich soll ihm bei dem Angriff helfen.|
a89e32a4|Handel akzeptieren|
a89e06c7|Meisterlicher Fäustel der Outlaws. Der Fleischwolf unter den Schlagwaffen.|
a89771f9|Du wolltest es ja nicht anders!|Spieler hat nicht auf Warnung gehört, wird angegriffen
a896f5f4|Zahn um Zahn|
a88aa735|Was für ein Schlag!|
a88639d4|Jax|
a87f69ee|Werkerhelm|
a87f69ed|Jägerhelm|
a86ce6b1|Smoke coming from the glider|
a85e208f|Hörst du schlecht? Lass das sein!|Zweite Warnung. Nimm die PSI kraft weg
a8591711|Spike versucht jedem die Splitter aus der Tasche zu ziehen.|
a8577e01|Achtung!|Ich greife an, warne Spieler
a8577e00|Ein Kampf!|Ich greife an, warne Spieler
a8577dff|Ich greife an!|Ich greife an, warne Spieler
a854671f|Erbärmlich.|Jemand stirbt durch Sturz. (auch nach Jetpack)
a85417f7|Der Hort. Hauptstadt der Kleriker in Ignadon.|
a84d9c00|Packst du das allein?|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a84d9bff|Schaffst du das?|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a84d9bfe|Muss ich einschreiten?|Kampfzuschauer, unsicher, ob er mitkämpfen soll
a849a38b|Verbesserter Giftschlägel der Berserker. Schmeckt komisch - aber wer leckt schon daran?|
a83e88db|Du entkommst mir nicht!|sichtet menschlichen Feind, greift an
a8307356|Ignadon. Das Land der Kleriker.|
a82ecf22|Ich schmecke nicht, wirklich!|erste Warnung, Feigling wird von Monster bedroht
a8212d74|Anleitung Ring der Resistenz|
a81afe0e|Unter falschen Freunden|
a811fe1f|Voller nützlicher Sachen. Auch wenn einiges schon seine Wirkung verloren hat.|
a8100f3c|Schrottbeil|
a80a9d31|Das Relikt. Hauptstadt des Hochlandes Abessa.|
a803318f|Der Outlaw Ray wird von Kopfgeldjägern verfolgt. Er will, dass ich ihm helfe, den Auftraggeber zu finden und alle Steckbriefe aus der Welt zu schaffen.|
a7ffe981||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
a7ffe980||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
a7ffe97f||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
a7ffe97e||Schmerzen. Bin von Magie/Statuseffekt betroffen. Im Stumble
a7ef7589||
a7e97576|Lorem ipsum dolor sit amet, consetetur sadipscing elitr, sed diam nonumy eirmod tempor invidunt ut labore et dolore magna aliquyam erat, sed diam voluptua. At vero eos et accusam et justo duo dolores et ea rebum. Stet clita kasd gubergren, no sea takimata sanctus est Lorem ipsum dolor sit amet.|
a7dbb6d9|%ls ist verwirrt.|
a7d80769|Ich mach das schon!|ich helfe einem Freund gegen einen Feind oder ein Monster
a7d80768|Ich steh dir zur Seite!|ich helfe einem Freund gegen einen Feind oder ein Monster
a7d80767|Du kannst auf mich zählen!|ich helfe einem Freund gegen einen Feind oder ein Monster
a7d3b3ec|Wir reden später.|Du bist mein Freund. Ich habe nix zu sagen
a7ce6184|Hort|
a7b7df8b|Damit kann man einen Trank herstellen, der dauerhaft die Ausdauer erhöht.|
a7afea6d|Lass mich in Ruhe! Bitte!|zweite Warnung, Feigling wird bedroht
a7aebca1|Du mieser Schläger!|Schläger wir attackiert
a7ae5191|Zerreiss sie in der Luft!|Kampfzuschauer, Gegner umkreisen sich
a7ae5190|Reiß ihr den Arsch auf!|Kampfzuschauer, Gegner umkreisen sich
a7ae518f|Gib's ihr!|Kampfzuschauer, Gegner umkreisen sich
a7ae518e|Schlag zu!|Kampfzuschauer, Gegner umkreisen sich
a7ad9481|Diese Taste ist für die Aktion '{0}' reserviert.|
a7a9becb||
a7a67355|Anleitung|
a7a068f3|Schlag ihm in die Fresse!|
a79b8468|Ulbricht|
a79aded3|Meisterliches Gifthornschwert. Die Klapperschlange unter den Schwertern.|
a79a11dc|Du lässt das SOFORT sein!|Zweite Warnung. Nimm die PSI kraft weg
a798d9c2|Letzte Nachricht 2|
a798d9c1|Letzte Nachricht 1|
a7950292|Meisterlicher Bekehrer der Kleriker. Stasiswaffe hochdekorierter Regenten.|
a79446d5|Damit kann man einen Stim herstellen, der eine Zeit lang einen höheren Kampfwert bewirkt.|
a7911a68|Connor ist bereit|
a79091a9|Den Penner holen wir uns!|Ich helfe dem Verfolger eines Kriminellen (zb. spieler rennt davon und wache greift ein obwohl sie nichts gesehen hat)
a78f88ef|Erhöht deine Energiekapazität mit jeder Stufe.|
a7851fb9|Lutz will, dass der Kontakt zum Hort wiederhergestellt wird. Er gab mir die Koordinaten mit, mit denen ich die Antenne neu ausrichten kann, um den Schaden zu beheben.|
